127.0.0.1 - - [07/Jun/2017:21:12:33 +0200] "GET /erasmus/ HTTP/1.1" 200 6350
127.0.0.1 - - [07/Jun/2017:21:12:35 +0200] "GET /erasmus/css/ui.css HTTP/1.1" 200 12218
127.0.0.1 - - [07/Jun/2017:21:12:35 +0200] "GET /erasmus/css/bootstrap.min.css HTTP/1.1" 200 121205
127.0.0.1 - - [07/Jun/2017:21:12:35 +0200] "GET /erasmus/img/city.JPG HTTP/1.1" 200 5337663
127.0.0.1 - - [07/Jun/2017:21:12:35 +0200] "GET /erasmus/img/university.jpg HTTP/1.1" 200 954907
127.0.0.1 - - [07/Jun/2017:21:12:35 +0200] "GET /erasmus/img/accomodation.jpeg HTTP/1.1" 200 38090
127.0.0.1 - - [07/Jun/2017:21:12:35 +0200] "GET /erasmus/img/aboutus.jpg HTTP/1.1" 200 40417
127.0.0.1 - - [07/Jun/2017:21:12:35 +0200] "GET /erasmus/img/erasmus.png HTTP/1.1" 200 18009
127.0.0.1 - - [07/Jun/2017:21:12:35 +0200] "GET /erasmus/img/jobs.jpg HTTP/1.1" 200 400518
127.0.0.1 - - [07/Jun/2017:21:12:35 +0200] "GET /erasmus/img/destination.jpg HTTP/1.1" 200 347286
127.0.0.1 - - [07/Jun/2017:21:12:36 +0200] "GET /erasmus/img/students.jpg HTTP/1.1" 200 318285
127.0.0.1 - - [07/Jun/2017:21:12:36 +0200] "GET /favicon.ico HTTP/1.1" 200 21630
127.0.0.1 - - [07/Jun/2017:21:12:38 +0200] "GET /erasmus/jsp/connection.jsp HTTP/1.1" 200 4012
127.0.0.1 - - [07/Jun/2017:21:12:38 +0200] "GET /erasmus/css/cities.css HTTP/1.1" 200 2538
127.0.0.1 - - [07/Jun/2017:21:12:38 +0200] "GET /erasmus/js/connection.js HTTP/1.1" 200 1426
127.0.0.1 - - [07/Jun/2017:21:12:46 +0200] "GET /erasmus/jsp/co.jsp?mail=a.devassine%40orange.fr&password=alex09011996 HTTP/1.1" 302 -
127.0.0.1 - - [07/Jun/2017:21:12:46 +0200] "GET /erasmus/jsp/ok.jsp?mail=a.devassine@orange.fr HTTP/1.1" 200 3887
127.0.0.1 - - [07/Jun/2017:21:12:47 +0200] "GET /erasmus/img/fb.png HTTP/1.1" 200 3407
127.0.0.1 - - [07/Jun/2017:21:12:47 +0200] "GET /erasmus/img/twitter.png HTTP/1.1" 200 39409
127.0.0.1 - - [07/Jun/2017:21:12:47 +0200] "GET /erasmus/jsp/null HTTP/1.1" 404 994
127.0.0.1 - - [07/Jun/2017:21:12:47 +0200] "GET /erasmus/img/para.jpg HTTP/1.1" 200 9343
127.0.0.1 - - [07/Jun/2017:21:12:47 +0200] "GET /erasmus/img/param.jpg HTTP/1.1" 200 21883
127.0.0.1 - - [07/Jun/2017:21:12:48 +0200] "GET /erasmus/jsp/search_student.jsp?search=all HTTP/1.1" 200 2768
127.0.0.1 - - [07/Jun/2017:21:12:48 +0200] "GET /erasmus/jsp/null HTTP/1.1" 404 994
127.0.0.1 - - [07/Jun/2017:21:12:48 +0200] "GET /erasmus/css/searchicon.png HTTP/1.1" 404 1014
127.0.0.1 - - [07/Jun/2017:21:12:52 +0200] "GET /erasmus/jsp/search_job.jsp?ville=all HTTP/1.1" 200 2662
127.0.0.1 - - [07/Jun/2017:21:12:52 +0200] "GET /erasmus/css/searchicon.png HTTP/1.1" 404 1014
127.0.0.1 - - [07/Jun/2017:21:12:54 +0200] "GET /erasmus/jsp/propose_job.jsp HTTP/1.1" 200 3809
127.0.0.1 - - [07/Jun/2017:21:12:54 +0200] "GET /erasmus/css/searchicon.png HTTP/1.1" 404 1014
127.0.0.1 - - [07/Jun/2017:21:12:56 +0200] "GET /erasmus/jsp/note_city.jsp HTTP/1.1" 404 1012
127.0.0.1 - - [07/Jun/2017:21:12:59 +0200] "GET /erasmus/jsp/share.jsp HTTP/1.1" 200 3235
127.0.0.1 - - [07/Jun/2017:21:12:59 +0200] "GET /erasmus/css/searchicon.png HTTP/1.1" 404 1014
127.0.0.1 - - [07/Jun/2017:21:13:01 +0200] "GET /erasmus/index.html HTTP/1.1" 200 6350
127.0.0.1 - - [07/Jun/2017:21:13:03 +0200] "GET /erasmus/jsp/city.jsp HTTP/1.1" 200 7582
127.0.0.1 - - [07/Jun/2017:21:13:03 +0200] "GET /erasmus/js/cities.js HTTP/1.1" 200 1513
